tournament_name,start_date,end_date,center_name,center_location,pattern_name,pattern_length,pattern_volume,pattern_ratio,position,squad,name,hometown,score,average,+/-_200,match_play_record,points,earnings
PBA Delaware Classic PTQ,2024-02-27T12:00:00Z,,PBA Delaware Classic PTQ,875 N. Broad St. Middletown DE 19709 United States,Earl Anthony,,,,41,A,Cody Shoemaker,"Hanover, Pa.",1423,203.29,23,,,
PBA Delaware Classic PTQ,2024-02-27T12:00:00Z,,PBA Delaware Classic PTQ,875 N. Broad St. Middletown DE 19709 United States,Earl Anthony,,,,42,A,Ramsey Basurto,"Rancho Palos Verdes, Calif.",1421,203.00,21,,,
PBA Delaware Classic PTQ,2024-02-27T12:00:00Z,,PBA Delaware Classic PTQ,875 N. Broad St. Middletown DE 19709 United States,Earl Anthony,,,,43,A,Bryan Bourget,"Woonsocket, R.I.",1420,202.86,20,,,
PBA Delaware Classic PTQ,2024-02-27T12:00:00Z,,PBA Delaware Classic PTQ,875 N. Broad St. Middletown DE 19709 United States,Earl Anthony,,,,44,A,Zachary Tackett,"Virginia Beach, Va.",1417,202.43,17,,,
PBA Delaware Classic PTQ,2024-02-27T12:00:00Z,,PBA Delaware Classic PTQ,875 N. Broad St. Middletown DE 19709 United States,Earl Anthony,,,,45,A,Zach Weidman,"Indianapolis, Ind.",1414,202.00,14,,,
PBA Delaware Classic PTQ,2024-02-27T12:00:00Z,,PBA Delaware Classic PTQ,875 N. Broad St. Middletown DE 19709 United States,Earl Anthony,,,,46,A,Samuel DeWitt III,"Pittsburgh, Pa.",1411,201.57,11,,,
PBA Delaware Classic PTQ,2024-02-27T12:00:00Z,,PBA Delaware Classic PTQ,875 N. Broad St. Middletown DE 19709 United States,Earl Anthony,,,,47,A,Thomas McNeal,"Seattle, Wash.",1406,200.86,6,,,
PBA Delaware Classic PTQ,2024-02-27T12:00:00Z,,PBA Delaware Classic PTQ,875 N. Broad St. Middletown DE 19709 United States,Earl Anthony,,,,48,A,Nathan Ruest-Lajoie,"Témiscouata-Sur-Le-Lac, Quebec",1406,200.86,6,,,
PBA Delaware Classic PTQ,2024-02-27T12:00:00Z,,PBA Delaware Classic PTQ,875 N. Broad St. Middletown DE 19709 United States,Earl Anthony,,,,49,A,Rob Mayotte,"Altmar, N.Y.",1406,200.86,6,,,
PBA Delaware Classic PTQ,2024-02-27T12:00:00Z,,PBA Delaware Classic PTQ,875 N. Broad St. Middletown DE 19709 United States,Earl Anthony,,,,50,A,Jonathon Dean,"Casco, Mich.",1405,200.71,5,,,
PBA Delaware Classic PTQ,2024-02-27T12:00:00Z,,PBA Delaware Classic PTQ,875 N. Broad St. Middletown DE 19709 United States,Earl Anthony,,,,51,A,Jason Pavlinko,"Swedesboro, N.J.",1404,200.57,4,,,
PBA Delaware Classic PTQ,2024-02-27T12:00:00Z,,PBA Delaware Classic PTQ,875 N. Broad St. Middletown DE 19709 United States,Earl Anthony,,,,52,A,Shota Kawazoe,Japan,1404,200.57,4,,,
PBA Delaware Classic PTQ,2024-02-27T12:00:00Z,,PBA Delaware Classic PTQ,875 N. Broad St. Middletown DE 19709 United States,Earl Anthony,,,,53,A,Peter Fox,"West Hartford, Conn.",1403,200.43,3,,,
PBA Delaware Classic PTQ,2024-02-27T12:00:00Z,,PBA Delaware Classic PTQ,875 N. Broad St. Middletown DE 19709 United States,Earl Anthony,,,,54,A,Michael Zanghi,"Dover, Del.",1391,198.71,-9,,,
PBA Delaware Classic PTQ,2024-02-27T12:00:00Z,,PBA Delaware Classic PTQ,875 N. Broad St. Middletown DE 19709 United States,Earl Anthony,,,,55,A,Adam Travis,"Cockeysville, Md.",1391,198.71,-9,,,
PBA Delaware Classic PTQ,2024-02-27T12:00:00Z,,PBA Delaware Classic PTQ,875 N. Broad St. Middletown DE 19709 United States,Earl Anthony,,,,56,A,Trevor Ashby,"Springfield, W. Va.",1388,198.29,-12,,,
PBA Delaware Classic PTQ,2024-02-27T12:00:00Z,,PBA Delaware Classic PTQ,875 N. Broad St. Middletown DE 19709 United States,Earl Anthony,,,,57,A,Anthony Lavery-Spahr,"Pasadena, Texas",1384,197.71,-16,,,
PBA Delaware Classic PTQ,2024-02-27T12:00:00Z,,PBA Delaware Classic PTQ,875 N. Broad St. Middletown DE 19709 United States,Earl Anthony,,,,58,A,Adam Abdelaziz,"Staten Island, N.Y.",1378,196.86,-22,,,
PBA Delaware Classic PTQ,2024-02-27T12:00:00Z,,PBA Delaware Classic PTQ,875 N. Broad St. Middletown DE 19709 United States,Earl Anthony,,,,59,A,Matt Wozney,"Milford, Del.",1376,196.57,-24,,,
PBA Delaware Classic PTQ,2024-02-27T12:00:00Z,,PBA Delaware Classic PTQ,875 N. Broad St. Middletown DE 19709 United States,Earl Anthony,,,,60,A,Ben Sobel,"New York, N.Y.",1374,196.29,-26,,,
PBA Delaware Classic PTQ,2024-02-27T12:00:00Z,,PBA Delaware Classic PTQ,875 N. Broad St. Middletown DE 19709 United States,Earl Anthony,,,,61,A,Zeke Bayt,"Westerville, Ohio",1372,196.00,-28,,,
PBA Delaware Classic PTQ,2024-02-27T12:00:00Z,,PBA Delaware Classic PTQ,875 N. Broad St. Middletown DE 19709 United States,Earl Anthony,,,,62,A,Arnar Jonsson,Iceland,1360,194.29,-40,,,
PBA Delaware Classic PTQ,2024-02-27T12:00:00Z,,PBA Delaware Classic PTQ,875 N. Broad St. Middletown DE 19709 United States,Earl Anthony,,,,63,A,Tim Cagle II,"Hercules, Calif.",1355,193.57,-45,,,
PBA Delaware Classic PTQ,2024-02-27T12:00:00Z,,PBA Delaware Classic PTQ,875 N. Broad St. Middletown DE 19709 United States,Earl Anthony,,,,64,A,Gregory Francis,"Bristow, VA",1350,192.86,-50,,,
PBA Delaware Classic PTQ,2024-02-27T12:00:00Z,,PBA Delaware Classic PTQ,875 N. Broad St. Middletown DE 19709 United States,Earl Anthony,,,,65,A,David Northouse,"Bryon Center, Mich.",1336,190.86,-64,,,
PBA Delaware Classic PTQ,2024-02-27T12:00:00Z,,PBA Delaware Classic PTQ,875 N. Broad St. Middletown DE 19709 United States,Earl Anthony,,,,66,A,Darrel Ratliff,Monroe,1327,189.57,-73,,,
PBA Delaware Classic PTQ,2024-02-27T12:00:00Z,,PBA Delaware Classic PTQ,875 N. Broad St. Middletown DE 19709 United States,Earl Anthony,,,,67,A,Johnathan Norman,"Houston, Texas",1325,189.29,-75,,,
PBA Delaware Classic PTQ,2024-02-27T12:00:00Z,,PBA Delaware Classic PTQ,875 N. Broad St. Middletown DE 19709 United States,Earl Anthony,,,,68,A,Todd Sigeti,"Lancaster, Pa.",1322,188.86,-78,,,
PBA Delaware Classic PTQ,2024-02-27T12:00:00Z,,PBA Delaware Classic PTQ,875 N. Broad St. Middletown DE 19709 United States,Earl Anthony,,,,69,A,Jaysion Anderson,"Las Vegas, NV",1316,188.00,-84,,,
PBA Delaware Classic PTQ,2024-02-27T12:00:00Z,,PBA Delaware Classic PTQ,875 N. Broad St. Middletown DE 19709 United States,Earl Anthony,,,,70,A,Joseph Grondin,"San Pedro, Calif.",1315,187.86,-85,,,
PBA Delaware Classic PTQ,2024-02-27T12:00:00Z,,PBA Delaware Classic PTQ,875 N. Broad St. Middletown DE 19709 United States,Earl Anthony,,,,71,A,Brian Klonarides,"Ashburn, Va.",1291,184.43,-109,,,
PBA Delaware Classic PTQ,2024-02-27T12:00:00Z,,PBA Delaware Classic PTQ,875 N. Broad St. Middletown DE 19709 United States,Earl Anthony,,,,72,A,Isaac Erickson,"Lititz, PA",1286,183.71,-114,,,
PBA Delaware Classic PTQ,2024-02-27T12:00:00Z,,PBA Delaware Classic PTQ,875 N. Broad St. Middletown DE 19709 United States,Earl Anthony,,,,74,A,Christopher Dean,"Carneys Point, NJ",1224,174.86,-176,,,
PBA Delaware Classic PTQ,2024-02-27T12:00:00Z,,PBA Delaware Classic PTQ,875 N. Broad St. Middletown DE 19709 United States,Earl Anthony,,,,75,A,William Little,"Fulton, Md.",1222,174.57,-178,,,
PBA Delaware Classic PTQ,2024-02-27T12:00:00Z,,PBA Delaware Classic PTQ,875 N. Broad St. Middletown DE 19709 United States,Earl Anthony,,,,76,A,Ryan Giblin,"Feasterville, Pa.",1222,174.57,-178,,,
PBA Delaware Classic PTQ,2024-02-27T12:00:00Z,,PBA Delaware Classic PTQ,875 N. Broad St. Middletown DE 19709 United States,Earl Anthony,,,,77,A,Brett Groff,"Saratoga Springs, N.Y.",1202,171.71,-198,,,
PBA Delaware Classic PTQ,2024-02-27T12:00:00Z,,PBA Delaware Classic PTQ,875 N. Broad St. Middletown DE 19709 United States,Earl Anthony,,,,78,A,Nathaniel Burns,"Phillipsburg, N.J.",1166,166.57,-234,,,
PBA Delaware Classic PTQ,2024-02-27T12:00:00Z,,PBA Delaware Classic PTQ,875 N. Broad St. Middletown DE 19709 United States,Earl Anthony,,,,79,A,Michael Ivers,"Chesapeake, VA",1123,160.43,-277,,,
PBA Delaware Classic PTQ,2024-02-27T12:00:00Z,,PBA Delaware Classic PTQ,875 N. Broad St. Middletown DE 19709 United States,Earl Anthony,,,,73,A,Joseph Costanzo,"Bethpage, N.Y.",881,176.20,-119,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,1,A,Tim Gruendler,"St. Louis, Mo.",2440,244.00,440,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,2,A,Bailey Mavrick,"Peru, Ind.",2431,243.10,431,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,3,A,Bryan Bourget,"Woonsocket, R.I.",2392,239.20,392,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,4,A,Ethan Fiore,"Tampa, Fla.",2324,232.40,324,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,5,A,Carlos Granados,Venezuela,2315,231.50,315,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,6,A,Michael Schlabach,"Wakarusa, Ind.",2308,230.80,308,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,7,A,Pete Vergos,"Apopka, Fla.",2290,229.00,290,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,8,A,Matt Zweig,"Tempe, Ariz.",2286,228.60,286,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,9,A,Cody Shoemaker,"Hanover, Pa.",2282,228.20,282,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,10,A,Alec Keplinger,"Angola, Ind.",2280,228.00,280,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,11,A,Cerell Cardines,Las Vegas,2279,227.90,279,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,12,A,Nate Purches,"Fond du Lac, Wis.",2270,227.00,270,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,13,A,Deo Benard,"Roanoke, Texas",2267,226.70,267,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,14,A,Eric Jones,"Edmond, Okla.",2260,226.00,260,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,15,A,Robin Ilhammar,Sweden,2249,224.90,249,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,16,A,Brandon Flora,"Mt. Washington, Ky.",2244,224.40,244,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,17,A,Ildemaro Ruiz,Venezuela,2240,224.00,240,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,18,A,Darren Alexander,"Essex, Ontario",2235,223.50,235,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,19,A,Karl Wahlgren,Helsingborg,2231,223.10,231,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,20,A,Richard McCormick,"Cincinnati, Ohio",2228,222.80,228,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,21,A,Tim Stampe,Denmark,2227,222.70,227,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,22,A,Brian Robinson,"Morgantown, W. Va.",2225,222.50,225,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,23,A,Zeke Bayt,"Westerville, Ohio",2210,221.00,210,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,24,A,Zach Weidman,"Indianapolis, Ind.",2208,220.80,208,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,25,A,Blake Demore,"Springfield, Mo.",2202,220.20,202,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,26,A,Ryota Iguchi,Tokyo,2194,219.40,194,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,27,A,William Berggren,Nässjö,2189,218.90,189,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,28,A,Jarno Lahti,Tampere,2186,218.60,186,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,29,A,Joshua Imhoff,"Little Rock, AR",2185,218.50,185,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,30,A,Cory Hersha,"Larwill, Ind.",2183,218.30,183,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,31,A,Jean Perez,Puerto Rico,2181,218.10,181,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,32,A,Zach Newman,"Wabash, Ind.",2175,217.50,175,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,33,A,Casey Cohagan,"Fairport Harbor, Ohio",2174,217.40,174,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,34,A,Trevor Roberts,"Crystal River, Fla.",2174,217.40,174,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,35,A,Ben Sobel,"New York, N.Y.",2166,216.60,166,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,36,A,JR Raymond,"Clinton Twp., Mich.",2153,215.30,153,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,37,A,David Northouse,"Bryon Center, Mich.",2153,215.30,153,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,38,A,Dan Poulsen,Denmark,2149,214.90,149,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,39,A,Hunter Kempton,"Buzzards Bay, Mass.",2148,214.80,148,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,40,A,Tyler Widmeyer,"Beavercreek, Ohio",2147,214.70,147,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,41,A,Rafael Medina,Texas,2143,214.30,143,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,42,A,Peter Fox,"West Hartford, Conn.",2140,214.00,140,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,43,A,Michael Davidson,"Versailles, Ohio",2137,213.70,137,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,44,A,Brad Miller,"Lees Summit, Mo.",2134,213.40,134,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,45,A,Johnathan Norman,"Houston, Texas",2133,213.30,133,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,46,A,Andrew Hall,"Westborough, Mass.",2131,213.10,131,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,47,A,Hunter Machin,"Dundalk,MD",2116,211.60,116,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,48,A,Tomokatsu Yamashita,Nagasaki,2113,211.30,113,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,49,A,Tom Murphy,"Williamsville, N.Y.",2113,211.30,113,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,50,A,Takashi Fujimura,japan,2109,210.90,109,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,51,A,Samuel DeWitt III,"Pittsburgh, Pa.",2108,210.80,108,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,52,A,Phillip Watson,"Cahokia, Ill.",2104,210.40,104,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,53,A,Michael Mirabile,"Coram, N.Y.",2103,210.30,103,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,54,A,Matt Kuba,"Minster, Ohio",2101,210.10,101,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,55,A,Wesley Low Jr.,"Palmdale, Calif.",2098,209.80,98,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,56,A,Paul Sullivan Purps,"Wiesenaue, Germany",2094,209.40,94,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,57,A,Brent Boho,"Colgate, Wis.",2093,209.30,93,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,58,A,Anthony Neuer,"Lewisburg, Pa.",2091,209.10,91,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,59,A,Tyler Wilds,"Three Rivers, Mich.",2075,207.50,75,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,60,A,Paul Smith,"Madison, Conn.",2066,206.60,66,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,61,A,Craig LeMond,"Jasper, Ind.",2065,206.50,65,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,62,A,Trevor Ashby,"Springfield, W. Va.",2065,206.50,65,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,63,A,Trey Brand,"Newcastle, Okla.",2061,206.10,61,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,64,A,Jonathon Dean,"Casco, Mich.",2059,205.90,59,,,
PBA World Championships PTQ,2024-04-06T12:00:00Z,,PBA World Championships PTQ,"4200 Allen Rd, Allen Park Allen Park MI 48101 United States",Wolf,33.0,,,65,A,Brandon Runk,"Milton, Pa.",2058,205.80,58,,,
